Bike,Description,Price,Year,Location,State,Listed,Source,Link
CR250,2004 Honda CR250RBike looks and runs great. *FMF pipe and shorty exhaust *Renthal twinwall bars *New rear tire (paddle not on the bike) *Black Excel wheels This bike has been very well maintained. Must see to appreciate,"$3,000",2004,Cerritos,CA,08/11/17 3:05 am (16 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/edf9bef3c689f68c9871ca242afde841)
KX250,"2001 KX 250 2-stroke -- CLEAN TITLE -- Massive Tune up completedFor Sale: 2001 Kawasaki KX 250 2 Stroke Clean Title in hand Guys at Cardenas's Motorsport did a great job reviving this bike. When we picked it up it needed a bunch of work. See the picture of what they did. New clutch lever, front and rear tire, [...]","$2,500",2001,Tualatin,OR,08/07/17 7:16 pm (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/ee2d17c4944ee16c3fbaca4ea8d49b91)
KDX 200,"2003 Kawasaki KDX 200 - Great shape and ready to go!Great KDX 200 with lots of extras! This bike is ready to go and I just never seem to have the time to ride it. It's been well maintained and has new tires front and rear, new brake rotor and pads on the front, a new FMF pipe, renthal bars, aftermark [...]","$2,500",2003,Noblesville,IN,08/08/17 3:43 am (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/ee340bc074ee0ac42c542368a67eb8e6)
CR125,2002 HONDA cr125Nice clean bike! $2200 or Best Offer... Text Leif show contact info for more details,"$2,200",2002,Hudson,WI,08/07/17 6:36 pm (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/eed8e82f3063816751710eff220f861b)
RM125,"Rm 1252001 rm 125, everything is tight. Good condition","$1,600",2001,Gasport,NY,08/08/17 2:51 am (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/ef6db45dae6c4a5515e0b827e6b67e34)
CR250,2002 cr250I have 2002 cr250 2 stroke. Brand new everything and you will see it when you look at it. The only thing on bike that isn't brand new is the wheels and frame. I bought the bike top end blow I had too and bottom end rebuilt. I have LOTS LOTS OF EXTRAS [...],"$3,000",2002,Roseville,CA,08/10/17 6:49 pm (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/f0564950e8454a61995927ee74adff59)
YZ250,"YZ 250Solid 2003 YZ250 for sale.. has fresh rebuild, great compression, devol radiator guards, asv brake/clutch lever, talon rear hub and takasago excel pro series front hub. Could use a new rear tire.. will throw in desert tank and a gas can. Yz250, yz 2 [...]","$2,500",2003,Vancouver,WA,08/08/17 3:04 am (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/f080f508a330631972669a4a9cd98885)
KTM 250,KTM 2015 250 SXSelling due to son who does not ride the bike anymore. Has after market parts and accessories. Ready to race. Well maintained. In great condition. Mainly used for trail riding. CASH ONLY! Please only contact if you are seriously interested in p [...],"$4,895",2015,Denton TX,TX,08/10/17 1:30 am (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/f091a664c0d090e753a39d53894a6a70)
RM125,"RM 125I'm actually trying trade for bigger bike no junk I'll add cash on top for right deal .., or I'll sell for right price I'm asking $2,200 negotiable., it's a RM125 in mint condition pics speak for it self come see the bike in person always well mainta [...]","$2,200",NA,Upper West Side,NY,08/08/17 4:20 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/f1568809f92a458fff5b9aba24fccc3f)
CR250,"2003 Honda CR250Adult owned and ridden, original owner. Bike is super clean and if you are looking for a 2 stroke, you will want to see this one. Professionally ported cylinder by Eric Gorr VHM head 3 hours on Wiseco piston Vforce3 reed cage FMF SST pipe FMF T [...]","$3,400",2003,Peoria,AZ,08/10/17 7:46 pm (23 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/f22038c20fe1db014c00e470fa22f2a2)
KTM 250,2017 KTM Freeride 250 R2017 KTM Freeride 250R. Very low time on bike. Used as a learner bike 216.2 miles on the clock! Freeride can be viewed on consignment at Spykes KTM Monday - Friday 9-6 Saturday 9-3 www.spykesktm.com - Financing available. Call show contact info,"$6,700",2017,Lafayette,IN,08/07/17 1:23 pm (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/f2d5e6530effd47899841b1cf22fcf88)
KDX 220,"Very Clean Kawasaki KDX220 KDX 220 Enduro Dirtbike Green StickerIf your looking for a mostly stock clean reliable Kawasaki KDX220 then here you go. This is one of the best trail bikes ever made from Kawasaki. This amazing running and handling bike runs and rides great. Its motsly stock other then Boyesen reeds, h [...]","$2,300",NA,Menifee,CA,08/11/17 1:09 am (18 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/f30238c2ca4bd1cda528afbff9a4e36c)
RM250,Suzuki Rm 250Very clean 94 Suzuki Rm 250 for sale or trade for nice older street bike. This bike is one of the cleanest 2 strokes on cl . It rides like new and everything is solid and works as it should. The suspension is awesome. The bike has Pro circuit pipe an [...],"$1,800",1994,Anna,TX,08/10/17 4:01 am (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/f391b6855038c3b3a4e6f9bb304d37e2)
YZ250,"1982 Yamaha yz250Selling my restored 1982 yz250. Clean title in hand. Runs Great! Top end just rebuilt, brand new front fork seals, brand new chain, tires in great shape, new clutch cable, new side plastics and fresh graphics. $1,700 OBO Yz250, yamaha, vintage, vint [...]","$1,700",1982,Nampa Idaho,ID,08/08/17 7:04 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/f472791f42c8c872f0feb3fc9283d0e5)
CR125,"Honda cr 125PRICE DROP** It's an 01 cr125 only been trail ridden. It was only ridden by the guys wife I bought the bike from, I've ridden it a handful of times. Just looking for a 250 4 stroke. Has new orv tag, need this thing gone 1700 obo or trade for a 250 4 [...]","$1,700",2001,Oregon City,OR,08/09/17 4:27 pm (2 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/f477a27372522efb752611c80660b9ab)
300XC-W,"2017 KTM 300 XCWMint condition 2017 KTM 300 XCW with 10.9 hours. Great woods bike. Better than new. Add on items include: carbon fiber pipe guard, Acerbis handguards, V-Force reeds, skid plate and bar risers. Also installed a brake light switch and is street legal i [...]","$7,950",2017,NH,NH,08/11/17 2:27 pm (5 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/f50129a00887e9c6ff8d63fb7d296cc7)
RM125,"Suzuki rm 125Beautiful 1999 Suzuki rm 125. Runs like new , Doesn't show it's age 2 owners, Professionally rebuilt last fall completely. Top and bottom only about 3 hours on it since. NOT RACING HOURS! Just small trails. The bike has never been Beautiful Suzuki rm [...]","$1,200",1999,Sudbury,MA,08/07/17 5:54 pm (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/f5abc0d0c70429ca20345b0d35e96f65)
CR125,2004 Honda CR 125R2004 CR 125R in great shape and very fast. Bike has no problems and a lot of extras. Title in hand,"$2,600",2004,Reno,NV,08/08/17 8:41 pm (2 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/f5d57da9aefd576cce860cbb4e41c6da)
KTM 525,"2007 KTM 525 EXC clean LOW MILES! RELIABLE2007 KTM 525 EXC, runs strong!! Lots of new parts, shop kept. Electric & Kick start, working headlight, turn signals and brake light & horn. No oil leaks (Not street plated....but..;) 7000 original miles! New: Tires & tubes Chain Air [...]","$4,950",2007,SilverLake,CA,08/07/17 11:07 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/f628269d355cd5a8625f64f1f9d1607a)
CR250,2001 Honda Cr2502001 Honda cr250. Very fast. Fmf gold series expansion chamber and shorty silencer. Top and bottom both recently rebuilt only a few hours on the motor since the rebuild. I just don't have the time to ride anymore. Open to trades for something street [...],"$2,100",2001,Coconut creek,FL,08/09/17 2:28 pm (2 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/f62b107abf25bafddf157c5750c42b47)
CR125,2005 Honda cr125r cr125 CR125R2005 Honda CR125R cr125 fresh piston and rings stock bore to freshen it up new tires new brakes all bearings are excellent freshly packed baffle new chain and sprockets starts first kick every time needs nothing but somebody to ride it Clean & Clear [...],"$1,900",2005,Maricopa,AZ,08/07/17 10:45 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/f6883ae5accd2fff1e4cc4f3b6de607c)
YZ125,1998 Yamaha yz 1251998 yz 125 fresh top end with less then 1 hour on it. Very clean bike with no problems. Don't have the title but I can write you a bill of sales. Asking $1200 obo. My name is Will call of text me if you are interested at show contact info,"$1,200",1998,Monee,IL,08/07/17 1:33 am (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/f688e2750c71f396b42592d785e5c016)
KTM 250,"1982 KTM 250 very rareSelling a very rare KTM 250, first year for the mono shock You don't see many of these bikes for sale and most are very hi on the price. This bike is in great shape and has a after market Fox shock. New air filter and intake. Call for more details. 7 [...]","$1,200",1982,Reno,CA,08/11/17 12:46 am (18 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/f70f528f470647a75a9694686007d1b5)
KTM 525,KTM 525 EXC for saleBike is in great shape and well taken care of. Just did a fresh rebuild on top end and has many upgrades. The bike is plated and comes with a super moto setup. This bike still has a lot of life left and is great for any dual sport trips or just rippi [...],"$6,500",NA,El cajon,CA,08/08/17 4:27 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/f8129ddc99e155f106162fc2f2e8aaf2)
Husky WR,"husqvarna WR300 2010Selling my Husqvarna WR 300, it's a 2 stroke, and this thing rips, lots of fun. I take very good care of my things, air filter cleaned/changed religiously. Has a JD jet kit installed. Has a rekluse auto clutch, if you don't know what this is, it l [...]","$3,000",2010,Poulsbo,WA,08/07/17 5:58 pm (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/f87dffbd89d4735211134146af635706)
KTM 200,"2009 KTM 65 SX it runs and rides like new $1,200 FIRM ! ! !This is a 2009 ktm 65cc SX it looks, runs & rides like a new bike it & doesn't need a thing. This bike has a 6 speed transmission with a very easy clutch . I put new tires & breaks this spring ( there like new ) ... There's nothing bent, broke or [...]","$1,200",2009,Sterling Heights,MI,08/09/17 5:12 pm (2 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/f9732139da644f90319c96d27e4fc056)
250XC-W,"2007 KTM 250 XC-WSelling my 2007 KTM 250 XC-W Bike is in good shape and runs great, no mechanical issues, only selling because I got a newer KTM dual sport. Has an FMF pipe with Q2 series silencer and a GPR steering stabilizer. Tires have a good amount of life left [...]","$3,000",2007,Lancaster,CA,08/07/17 2:08 am (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/fa08a7b7c8b74bab759b91e73d1fc07f)
KTM 250,"2014 KTM 250 SX2014 SX , bought from Dirt Wise ,Shane Watts with 30 hours. Has NYS title , lights front and back . Bike rips , no issues , super light,needs nothing to race /ride enduros I did a few hare scrambles and enduros with the bike. Had 2 bikes , this did [...]","$5,200",2014,Upper Saddle River,NJ,08/09/17 2:31 pm (2 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/fa76b001801e224ac9de0d742365e7a6)
RM250,RM2502001 RM250 Top and bottom end just rebuilt by bubbas motor sports new tires bark busters great bike 3-4 rides on everything,"$2,000",2001,Plympton,MA,08/09/17 12:33 am (2 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/faa083a3477ebdbe19c8dc3bbaab538e)
YZ250,Yz250Call or text for details,"$3,300",NA,Burbank,CA,08/08/17 9:55 pm (2 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/fab9f1189537c9be5d8444fb87add505)
KX250,KX 250Kawasaki KX 250 for sale. Ramp and gas tank included.,"$7,000",NA,Victorville,CA,08/07/17 9:05 am (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/fac5e34a39698bea352f0f16eae5d634)
RM250,"2004 rm 2502004 rm 250 bike has pro circuit pipe and silincer, asv levers, black rims, oversized front rotor.","$2,400",2004,1259 broadway,CA,08/08/17 12:45 am (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/fbc6d7dae4675f7b3933b94e6fb1020a)
KX250,"2006 kx 250 2 stroke excellent conditionReason Selling: ""Too fast and to much power"" Mint condition 2006 kx 250 I am selling my 2006 kx 250 2 stroke the bike is in excellent condition and far to many extras to list but I will try the bike has a newer rear tire new plastic new graphics ne [...]","$3,800",2006,Eden Prarie,MN,08/10/17 6:56 am (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/fbdb5b6e04a8143cf60aadaf98927878)
YZ250,Yz 250BRAND NEW HEAD AND PISTON INSTALLED 07/15/17...... 2015 yz 250 -runs and drive great - only 15 mins. on the rebuild haven't broke it in yet -EXTREMLY FAST -RACE READY 3000$obo cash only NO LOW BALLERS show contact info,"$3,000",2015,Atl,GA,08/11/17 10:41 am (8 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/fc83b3811bbd9a3a180373e115a08307)
YZ125,"YAMAHA Yz125, Perfect ConditionYamaha YZ125 for SALE!!, this is a super strong bike and runs great, It's in excellent near perfect condition. It's crazy fast and has a hard hitting power band. It's by far one of the best bikes out on the market. there are absolutely no problems on [...]","$2,000",NA,"Fort Washington, MD",MD,08/07/17 1:20 am (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/fcad7ed91a9228e2f3a9fd86f6ea449b)
CR250,2002 Honda cr250 Green StickerFor sale Honda CR250 Bike in a good working condition Green sticker and clean title this is a good reliable trail/desert/play bike with a green sticker which means you can ride all year any off road place mach lighter compare to 4 strock few aft [...],"$3,500",2002,818,CA,08/09/17 1:50 pm (2 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/fcb60b1935c68c59b76def1ca0069818)
200XC-W,"2015 KTM 200 XC-W Like NewThis is an excellent 2015 KTM 200 XC-W. It is really like new. It has a FMF pipe and spark arrestor, and a plastic skid plate. It has only run on ethanol free fuel. The bike has no problems and is ready to ride. You can't get a new one anymore but th [...]","$7,200",2015,Bend,OR,08/09/17 6:01 am (2 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/fcee0561fd4588017addac83a01d3586)
KX250,"2000 Kawasaki KX250 KX 2502000 Kawasaki KX250 - 2 stroke Green Sticker bike - The bike is in excellent condition, starts on the first kick, runs great, no issue at all. This bike is not for a beginner. Title in hand and the registration is good through 2018. If interested, [...]","$2,550",2000,dublin / pleasanton / livermore,CA,08/11/17 4:12 pm (3 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/fd3095c382e9d4fbdd2cd6fb9821f357)
150XC,"2017 KTM 150sx ~Tons of Extras ~2017 KTM 150 sx. Bought new in fall of 2016. NEVER RACED! I ride mx tracks but i havent raced in years. 34.4 hours on the factory hour meter. Never been down hard, still has stock handlebars. Very well maintained, Nothing has been in the bike besides [...]","$5,500",2017,Buffalo,MN,08/10/17 11:11 pm (20 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/fd55d2743fd48a5006bdcb44005ba0a6)
YZ250,2015 yz250 Yamaha yz 250For sale is a clean 2015 yz250 2 stroke the chassis has 50hrs on it the rebuilt motor has 10hrs on it. the bike has factory connection suspension for a 170 pound rider. Has fmf pipe and silencer. Cash only no trades title in hand I am open to serious [...],"$3,900",2015,Conroe,TX,08/11/17 12:58 am (18 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/fdb412c7d7a0b1b90b2a9a9e4decf401)
KX125,"2003 KX125 * Title * Good cond * FMF * Nice KX 125Selling a nice 2003 Kawasaki KX125 with a clean title. This is a full size dirt bike. It's been on a track a few times, no serious racing It has NEVER been in the sand Good compression, with only about 20 hours on current bottom and top end The e [...]","$2,200",2003,Lake Oswego,OR,08/11/17 4:11 pm (3 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/fdfde2b5e666be8cc0de4787a7f4709d)
